2005-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.08, RSI ~N/A, Net Advances 182, McClellan N/A, Score: 0/39
2022-09-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.91, RSI ~N/A, Net Advances N/A, McClellan -234, Score: 0/39
2022-09-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.64, RSI ~N/A, Net Advances 2116, McClellan -111, Score: 0/39
2022-09-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.61, RSI ~N/A, Net Advances 2119, McClellan -76, Score: 0/39
2022-09-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.79, RSI ~N/A, Net Advances 2139, McClellan 48, Score: 0/39
2022-09-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.87, RSI ~N/A, Net Advances 2154, McClellan 128, Score: 0/39
2022-09-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.27, RSI ~N/A, Net Advances 2131, McClellan -22, Score: 0/39
2022-09-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.16, RSI ~N/A, Net Advances 2131, McClellan -21, Score: 0/39
2022-09-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.27, RSI ~N/A, Net Advances 2118, McClellan -88, Score: 0/39
2022-09-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.30, RSI ~N/A, Net Advances 2105, McClellan -152, Score: 0/39
2022-09-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.76, RSI ~N/A, Net Advances 2110, McClellan -100, Score: 0/39
2022-09-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.16, RSI ~N/A, Net Advances 2091, McClellan -195, Score: 0/39
2022-09-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.99, RSI ~N/A, Net Advances 2078, McClellan -237, Score: 0/39
2022-09-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.35, RSI ~N/A, Net Advances 2059, McClellan -308, Score: 0/39
2022-09-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.92, RSI ~N/A, Net Advances 2038, McClellan -385, Score: 0/39
2022-09-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 32.26, RSI ~N/A, Net Advances 2019, McClellan -431, Score: 0/39
2022-09-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 32.60, RSI ~N/A, Net Advances 2018, McClellan -360, Score: 0/39
2022-09-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 30.18, RSI ~N/A, Net Advances 2040, McClellan -169, Score: 0/39
2022-09-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 31.84, RSI ~N/A, Net Advances 2020, McClellan -247, Score: 0/39
2022-09-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 31.62, RSI ~N/A, Net Advances 2015, McClellan -222, Score: 0/39
2022-10-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 30.10, RSI ~N/A, Net Advances 2034, McClellan -63, Score: 0/39
2022-10-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.07, RSI ~N/A, Net Advances 2056, McClellan 87, Score: 0/39
2022-10-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 28.55, RSI ~N/A, Net Advances 2045, McClellan 26, Score: 0/39
2022-10-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 30.52, RSI ~N/A, Net Advances 2033, McClellan -26, Score: 0/39
2022-10-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 31.36, RSI ~N/A, Net Advances 2013, McClellan -124, Score: 0/39
2022-10-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 32.45, RSI ~N/A, Net Advances 2004, McClellan -148, Score: 0/39
2022-10-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 33.63, RSI ~N/A, Net Advances 2000, McClellan -135, Score: 0/39
2022-10-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 33.57, RSI ~N/A, Net Advances 1993, McClellan -136, Score: 0/39
2022-10-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 31.94, RSI ~N/A, Net Advances 2005, McClellan -31, Score: 0/39
2022-10-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 32.02, RSI ~N/A, Net Advances 1986, McClellan -114, Score: 0/39
2022-10-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 31.37, RSI ~N/A, Net Advances 2005, McClellan 31, Score: 0/39
2022-10-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 30.50, RSI ~N/A, Net Advances 2018, McClellan 117, Score: 0/39
2022-10-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 30.76, RSI ~N/A, Net Advances 2003, McClellan 30, Score: 0/39
2022-10-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.98, RSI ~N/A, Net Advances 1991, McClellan -27, Score: 0/39
2022-10-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.69, RSI ~N/A, Net Advances 2003, McClellan 92, Score: 0/39
2022-10-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 29.85, RSI ~N/A, Net Advances 2008, McClellan 129, Score: 0/39
2022-10-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 28.46, RSI ~N/A, Net Advances 2027, McClellan 271, Score: 0/39
2022-10-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.28, RSI ~N/A, Net Advances 2032, McClellan 291, Score: 0/39
2022-10-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 27.39, RSI ~N/A, Net Advances 2035, McClellan 275, Score: 0/39
2022-10-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.75, RSI ~N/A, Net Advances 2050, McClellan 354, Score: 0/39
2022-10-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.88, RSI ~N/A, Net Advances 2046, McClellan 285, Score: 0/39
2022-11-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.81, RSI ~N/A, Net Advances 2051, McClellan 294, Score: 0/39
2022-11-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.86, RSI ~N/A, Net Advances 2034, McClellan 147, Score: 0/39
2022-11-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.30, RSI ~N/A, Net Advances 2029, McClellan 89, Score: 0/39
2022-11-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.55, RSI ~N/A, Net Advances 2041, McClellan 176, Score: 0/39
2022-11-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.35, RSI ~N/A, Net Advances 2049, McClellan 216, Score: 0/39
2022-11-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.54, RSI ~N/A, Net Advances 2055, McClellan 249, Score: 0/39
2022-11-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.09, RSI ~N/A, Net Advances 2037, McClellan 96, Score: 0/39
2022-11-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.53, RSI ~N/A, Net Advances 2060, McClellan 250, Score: 0/39
2022-11-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.52, RSI ~N/A, Net Advances 2068, McClellan 291, Score: 0/39
2022-11-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.73, RSI ~N/A, Net Advances 2055, McClellan 159, Score: 0/39
2022-11-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.54, RSI ~N/A, Net Advances 2069, McClellan 249, Score: 0/39
2022-11-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.11, RSI ~N/A, Net Advances 2060, McClellan 145, Score: 0/39
2022-11-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.93, RSI ~N/A, Net Advances 2051, McClellan 58, Score: 0/39
2022-11-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.12, RSI ~N/A, Net Advances 2057, McClellan 92, Score: 0/39
2022-11-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.36, RSI ~N/A, Net Advances 2054, McClellan 51, Score: 0/39
2022-11-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.29, RSI ~N/A, Net Advances 2069, McClellan 148, Score: 0/39
2022-11-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.35, RSI ~N/A, Net Advances 2075, McClellan 185, Score: 0/39
2022-11-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.50, RSI ~N/A, Net Advances N/A, McClellan 130, Score: 0/39
2022-11-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.21, RSI ~N/A, Net Advances 2058, McClellan -3, Score: 0/39
2022-11-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.89, RSI ~N/A, Net Advances 2062, McClellan 19, Score: 0/39
2022-11-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.58, RSI ~N/A, Net Advances 2083, McClellan 152, Score: 0/39
2022-12-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.84, RSI ~N/A, Net Advances 2086, McClellan 155, Score: 0/39
2022-12-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.06, RSI ~N/A, Net Advances 2088, McClellan 145, Score: 0/39
2022-12-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.75, RSI ~N/A, Net Advances 2068, McClellan -15, Score: 0/39
2022-12-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.17, RSI ~N/A, Net Advances 2055, McClellan -103, Score: 0/39
2022-12-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.68, RSI ~N/A, Net Advances 2053, McClellan -102, Score: 0/39
2022-12-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.29, RSI ~N/A, Net Advances 2057, McClellan -60, Score: 0/39
2022-12-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.83, RSI ~N/A, Net Advances 2045, McClellan -124, Score: 0/39
2022-12-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.00, RSI ~N/A, Net Advances 2054, McClellan -63, Score: 0/39
2022-12-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.55, RSI ~N/A, Net Advances 2065, McClellan 8, Score: 0/39
2022-12-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.14, RSI ~N/A, Net Advances 2058, McClellan -29, Score: 0/39
2022-12-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.83, RSI ~N/A, Net Advances 2039, McClellan -130, Score: 0/39
2022-12-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.62, RSI ~N/A, Net Advances 2028, McClellan -175, Score: 0/39
2022-12-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.42, RSI ~N/A, Net Advances 2016, McClellan -218, Score: 0/39
2022-12-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.48, RSI ~N/A, Net Advances 2018, McClellan -177, Score: 0/39
2022-12-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.07, RSI ~N/A, Net Advances 2033, McClellan -63, Score: 0/39
2022-12-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.97, RSI ~N/A, Net Advances 2017, McClellan -144, Score: 0/39
2022-12-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.87, RSI ~N/A, Net Advances 2027, McClellan -65, Score: 0/39
2022-12-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.65, RSI ~N/A, Net Advances N/A, McClellan -41, Score: 0/39
2022-12-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.14, RSI ~N/A, Net Advances 2009, McClellan -124, Score: 0/39
2022-12-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.44, RSI ~N/A, Net Advances 2027, McClellan -0, Score: 0/39
2022-12-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.67, RSI ~N/A, Net Advances 2022, McClellan -14, Score: 0/39
2023-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.90, RSI ~N/A, Net Advances N/A, McClellan -2, Score: 0/39
2023-01-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.01, RSI ~N/A, Net Advances 2039, McClellan 102, Score: 0/39
2023-01-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.46, RSI ~N/A, Net Advances 2033, McClellan 60, Score: 0/39
2023-01-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.13, RSI ~N/A, Net Advances 2054, McClellan 173, Score: 0/39
2023-01-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.97, RSI ~N/A, Net Advances 2059, McClellan 187, Score: 0/39
2023-01-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.58, RSI ~N/A, Net Advances 2071, McClellan 230, Score: 0/39
2023-01-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.09, RSI ~N/A, Net Advances 2086, McClellan 284, Score: 0/39
2023-01-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.83, RSI ~N/A, Net Advances 2099, McClellan 320, Score: 0/39
2023-01-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.35, RSI ~N/A, Net Advances 2105, McClellan 308, Score: 0/39
2023-01-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.36, RSI ~N/A, Net Advances N/A, McClellan 218, Score: 0/39
2023-01-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.34, RSI ~N/A, Net Advances 2095, McClellan 127, Score: 0/39
2023-01-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.52, RSI ~N/A, Net Advances 2089, McClellan 68, Score: 0/39
2023-01-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.85, RSI ~N/A, Net Advances 2106, McClellan 148, Score: 0/39
2023-01-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.81, RSI ~N/A, Net Advances 2118, McClellan 189, Score: 0/39
2023-01-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.20, RSI ~N/A, Net Advances 2117, McClellan 146, Score: 0/39
2023-01-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.08, RSI ~N/A, Net Advances 2119, McClellan 129, Score: 0/39
2023-01-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.73, RSI ~N/A, Net Advances 2129, McClellan 158, Score: 0/39
2023-01-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.51, RSI ~N/A, Net Advances 2133, McClellan 151, Score: 0/39
2023-01-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.94, RSI ~N/A, Net Advances 2123, McClellan 56, Score: 0/39
2023-01-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.40, RSI ~N/A, Net Advances 2142, McClellan 148, Score: 0/39
2023-02-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.87, RSI ~N/A, Net Advances 2155, McClellan 185, Score: 0/39
2023-02-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.73, RSI ~N/A, Net Advances 2166, McClellan 210, Score: 0/39
2023-02-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.33, RSI ~N/A, Net Advances 2153, McClellan 91, Score: 0/39
2023-02-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.43, RSI ~N/A, Net Advances 2138, McClellan -22, Score: 0/39
2023-02-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.66, RSI ~N/A, Net Advances 2145, McClellan 6, Score: 0/39
2023-02-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.63, RSI ~N/A, Net Advances 2135, McClellan -65, Score: 0/39
2023-02-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.71, RSI ~N/A, Net Advances 2121, McClellan -147, Score: 0/39
2023-02-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.53, RSI ~N/A, Net Advances 2122, McClellan -134, Score: 0/39
2023-02-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.34, RSI ~N/A, Net Advances 2136, McClellan -46, Score: 0/39
2023-02-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.91, RSI ~N/A, Net Advances 2134, McClellan -62, Score: 0/39
2023-02-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.23, RSI ~N/A, Net Advances 2139, McClellan -40, Score: 0/39
2023-02-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.17, RSI ~N/A, Net Advances 2125, McClellan -124, Score: 0/39
2023-02-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.02, RSI ~N/A, Net Advances 2122, McClellan -139, Score: 0/39
2023-02-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.87, RSI ~N/A, Net Advances N/A, McClellan -121, Score: 0/39
2023-02-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.29, RSI ~N/A, Net Advances 2124, McClellan -101, Score: 0/39
2023-02-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.14, RSI ~N/A, Net Advances 2133, McClellan -45, Score: 0/39
2023-02-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.67, RSI ~N/A, Net Advances 2120, McClellan -118, Score: 0/39
2023-02-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.95, RSI ~N/A, Net Advances 2125, McClellan -82, Score: 0/39
2023-02-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.70, RSI ~N/A, Net Advances 2122, McClellan -90, Score: 0/39
2023-03-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.58, RSI ~N/A, Net Advances 2119, McClellan -106, Score: 0/39
2023-03-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.59, RSI ~N/A, Net Advances 2122, McClellan -84, Score: 0/39
2023-03-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.49, RSI ~N/A, Net Advances 2139, McClellan 20, Score: 0/39
2023-03-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.61, RSI ~N/A, Net Advances 2130, McClellan -38, Score: 0/39
2023-03-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.59, RSI ~N/A, Net Advances 2113, McClellan -134, Score: 0/39
2023-03-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.11, RSI ~N/A, Net Advances 2114, McClellan -115, Score: 0/39
2023-03-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.61, RSI ~N/A, Net Advances 2093, McClellan -221, Score: 0/39
2023-03-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.80, RSI ~N/A, Net Advances 2073, McClellan -308, Score: 0/39
2023-03-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.52, RSI ~N/A, Net Advances 2061, McClellan -336, Score: 0/39
2023-03-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 23.73, RSI ~N/A, Net Advances 2074, McClellan -217, Score: 0/39
2023-03-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 26.14, RSI ~N/A, Net Advances 2059, McClellan -272, Score: 0/39
2023-03-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.99, RSI ~N/A, Net Advances 2073, McClellan -151, Score: 0/39
2023-03-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 25.51, RSI ~N/A, Net Advances 2054, McClellan -235, Score: 0/39
2023-03-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 24.15, RSI ~N/A, Net Advances 2061, McClellan -162, Score: 0/39
2023-03-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.38, RSI ~N/A, Net Advances 2076, McClellan -45, Score: 0/39
2023-03-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.26, RSI ~N/A, Net Advances 2062, McClellan -112, Score: 0/39
2023-03-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 22.61, RSI ~N/A, Net Advances 2053, McClellan -136, Score: 0/39
2023-03-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 21.74, RSI ~N/A, Net Advances 2061, McClellan -73, Score: 0/39
2023-03-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 20.60, RSI ~N/A, Net Advances 2074, McClellan 18, Score: 0/39
2023-03-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.97, RSI ~N/A, Net Advances 2079, McClellan 49, Score: 0/39
2023-03-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.12, RSI ~N/A, Net Advances 2095, McClellan 139, Score: 0/39
2023-03-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.02, RSI ~N/A, Net Advances 2104, McClellan 176, Score: 0/39
2023-03-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.70, RSI ~N/A, Net Advances 2123, McClellan 257, Score: 0/39
2023-04-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.55, RSI ~N/A, Net Advances 2123, McClellan 224, Score: 0/39
2023-04-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.00, RSI ~N/A, Net Advances 2112, McClellan 132, Score: 0/39
2023-04-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.08, RSI ~N/A, Net Advances 2104, McClellan 73, Score: 0/39
2023-04-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.40, RSI ~N/A, Net Advances 2107, McClellan 78, Score: 0/39
2023-04-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.97, RSI ~N/A, Net Advances N/A, McClellan 58, Score: 0/39
2023-04-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.10, RSI ~N/A, Net Advances 2120, McClellan 122, Score: 0/39
2023-04-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 19.09, RSI ~N/A, Net Advances 2117, McClellan 87, Score: 0/39
2023-04-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.80, RSI ~N/A, Net Advances 2128, McClellan 134, Score: 0/39
2023-04-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.07, RSI ~N/A, Net Advances 2119, McClellan 61, Score: 0/39
2023-04-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.95, RSI ~N/A, Net Advances 2125, McClellan 87, Score: 0/39
2023-04-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.83, RSI ~N/A, Net Advances 2123, McClellan 56, Score: 0/39
2023-04-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.46, RSI ~N/A, Net Advances 2121, McClellan 35, Score: 0/39
2023-04-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.17, RSI ~N/A, Net Advances 2113, McClellan -17, Score: 0/39
2023-04-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.77, RSI ~N/A, Net Advances 2111, McClellan -31, Score: 0/39
2023-04-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.89, RSI ~N/A, Net Advances 2112, McClellan -16, Score: 0/39
2023-04-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.76, RSI ~N/A, Net Advances 2094, McClellan -122, Score: 0/39
2023-04-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 18.84, RSI ~N/A, Net Advances 2085, McClellan -158, Score: 0/39
2023-04-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 17.03, RSI ~N/A, Net Advances 2100, McClellan -49, Score: 0/39
2023-04-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.78, RSI ~N/A, Net Advances 2113, McClellan 27, Score: 0/39
